TimeStamp_Tool0;Valid_Tool0;X_Tool0;Y_Tool0;Z_Tool0;QX_Tool0;QY_Tool0;QZ_Tool0;QR_Tool0;
4789487;1;-20.380952423702;19.6898330264985;28.4138682158486;0.342671628454325;-0.0920850792123811;-0.263283511308383;0.897094357306989;
4789598;1;-20.1420190040353;19.9344652359393;28.3457289189913;0.346085067842227;-0.122851225030651;-0.297821516324737;0.881155517907676;
4789707;1;-19.8407944088101;20.1999242264415;28.3016121262553;0.3571473997482;-0.157011190611386;-0.334250977811417;0.85794493104628;
4789816;1;-19.6127084621099;20.3620812929958;28.2434742549245;0.352664288911841;-0.183182633995277;-0.36251781251534;0.843002287979072;
4789925;1;-19.5766815387064;20.3657229431235;28.1728158253223;0.332271197547329;-0.188646647245173;-0.372217232242202;0.845850238390682;
4790035;1;-19.3061484256065;20.5066389011275;28.125363349228;0.323060813964567;-0.216218985379391;-0.404652651173564;0.827730205284466;
4790143;1;-19.1482746068148;20.5492432287971;28.0852868197869;0.295166600372018;-0.227982663987662;-0.43358239382861;0.820309021471645;
4790254;1;-19.0282739862325;20.6094620821843;28.1113983225602;0.288299019616924;-0.226838515934025;-0.455964075849535;0.810878982654902;
4790363;1;-18.517548614363;20.7639649738758;28.1005677757415;0.294967124118432;-0.275869419880168;-0.497878237316539;0.767468383499189;
4790471;1;-18.3499526322775;20.7460920806664;28.0768479455782;0.258226306528798;-0.276120620135532;-0.533567547417906;0.756559482192184;
4790581;1;-18.5372136231918;20.5861253816055;27.9311061310676;0.207800186555025;-0.265761301672162;-0.53326073054666;0.775772522237065;
4790691;1;-18.4730694321479;20.6194319880364;27.9902774491964;0.199568231301281;-0.255144868582604;-0.551828772332439;0.768478121430479;
4790799;1;-18.7031146052314;20.5776960947266;28.0775798808348;0.158728048503514;-0.203842540671044;-0.562129135193702;0.78566179784779;
4790908;1;-18.7271417874358;20.5445280329358;27.980946504016;0.181274371548674;-0.23046163252839;-0.537577043702988;0.790593422838527;
4791017;1;-18.90220669134;20.4619075712812;27.9603130934919;0.158010863368711;-0.215932650642971;-0.528162302181798;0.805884756027683;
4791126;1;-18.9316440870624;20.4482528350571;27.9607196671977;0.157788083064314;-0.217334859568308;-0.52219425885401;0.809432909930913;
4791235;1;-18.9718543890572;20.4446517254076;27.943798453609;0.158355102950395;-0.211983292232236;-0.51984632308938;0.812247835056767;
4791345;1;-19.0160903891794;20.4183525132274;27.9473206521903;0.149050366789954;-0.203816601749606;-0.519808805023479;0.81611370974337;
4791456;1;-19.1566097364204;20.3506202293996;27.9365631780745;0.137158699726356;-0.192824696792943;-0.50813679824099;0.828132309277618;
4791564;1;-19.3043920354277;20.2821254445513;27.9309065049754;0.137284736420045;-0.185679194816568;-0.487768678720042;0.841877576502697;
4791674;1;-19.4900569000612;20.1941665392033;27.9254513499894;0.143357654613341;-0.178431836242167;-0.458984703505412;0.858454253077623;
4791783;1;-19.7024269631771;20.0689058701463;27.9185602944245;0.158536353951674;-0.173366698013577;-0.418943821417234;0.877095369382317;
4791894;1;-19.9481100598595;19.8849033917033;27.9104944417747;0.174915996372862;-0.167407963287144;-0.36781041773682;0.897827636378612;
4792001;1;-20.1143714267115;19.6947949079937;27.86113542889;0.196069309843278;-0.172946238945022;-0.31297514449492;0.913067896216232;
4792110;1;-20.2611093365425;19.4713391160289;27.8243811060709;0.199142698128785;-0.17672534961472;-0.266294791310257;0.926389454120981;
4792218;1;-20.4070224112002;19.1907138814199;27.784425173423;0.171864390274784;-0.172750970656363;-0.231441913302101;0.94183564078868;
4792327;1;-20.5271287712419;18.962302431538;27.7868993786912;0.152247356377577;-0.164077892855662;-0.200872835390356;0.953702936744102;
4792439;1;-20.6859049349056;18.6466926849542;27.8069486895083;0.113938347109417;-0.144378021349282;-0.171712881440505;0.967826289349819;
4792547;1;-20.813618777703;18.4418104039644;27.9157780233887;0.0967846051670262;-0.123909851539725;-0.14610003582614;0.976695381593292;
4792657;1;-20.1585822887626;20.335722775825;28.7201133792549;0.106623555430204;-0.126722016541542;-0.0933251145144074;0.981765435810377;
4792766;1;-21.1682678283402;23.652251234791;27.2698850984351;0.0750538089002371;-0.117192691937075;-0.0330015179799491;0.989718999785862;
4792875;1;-22.0933689635783;29.9354858799981;24.8325296342226;0.0571226301431791;-0.0928865826569169;0.063529093139451;0.992004607959421;
4792984;1;-23.8019463556862;44.9106609173353;22.0204517893059;0.0269257095221047;-0.0888364714347374;0.207575494741028;0.97380465263459;
4793093;1;-27.4379706569197;53.8386314032391;20.7323429217087;0.10364104187715;-0.0706136374787969;0.32432459027656;0.937595759793405;
4793202;1;-29.8446658803319;58.9873994881881;18.5215497566341;0.0842496736308039;-0.0782992358947046;0.416320677321379;0.901913696417832;
4793312;1;-31.0117664781293;62.2643418695317;15.5362218033959;0.0794256444019979;-0.0747019733918486;0.477284813698185;0.871957790719126;
4793420;1;-35.1539870060118;65.37129806605;11.0869343426776;0.0753221863866763;-0.0553686680295621;0.537431850649124;0.838109709254355;
4793529;1;-41.3200239904809;68.3292482702972;6.14144489481015;0.0918193305715091;-0.0221783685816106;0.594998863439277;0.798156427654646;
4793639;1;-44.6131653368426;69.3010134632867;1.57354504417516;0.0890131318160733;-0.00514941645244708;0.637792152523142;0.765030271332051;
4793748;1;-44.2622551972393;68.2155494638609;-1.20242653337752;0.0829057456213314;-0.000878970461034308;0.668797111753181;0.738807341642259;
4793857;1;-44.6746978813519;67.913512841377;-3.98176338105125;0.0668166325763684;0.0114237928535256;0.702285440282534;0.708660846198773;
4793966;1;-49.3168788752419;67.7438038666992;-6.22207964586796;0.0547312061949002;0.0332304551083167;0.738064252881813;0.671685484836286;
4794076;1;-51.2264161893883;67.5614908658224;-8.91544608979596;0.0307937074588095;0.0271325565245649;0.765836596475151;0.641724145919989;
4794184;1;-45.6407899998665;66.3441207995359;-10.6291251525982;-0.00550486841586598;-0.00526124399299568;0.770003662992119;0.637994024042616;
4794294;1;-40.2834008075355;63.8259613945197;-10.5840108344333;-0.0353460711527984;-0.0317826548778271;0.766738243366618;0.640197613446076;
4794403;1;-37.4907481635209;62.0494331866697;-8.70837473398682;-0.0312622999030469;-0.0306708556817683;0.766464794488076;0.640791452835375;
4794513;1;-35.5522986418829;60.8052086530094;-7.44601569257735;-0.0172795918546116;-0.0203354264271599;0.766374579413355;0.641839458249777;
4794622;1;-34.109312065889;60.7973922216157;-8.19578544807584;-0.0048683964546331;-0.0125847068004107;0.752630980221798;0.658304284872188;
4794730;1;-32.6459933432383;61.2998284218896;-8.5115218119238;-0.00725567966436956;-0.0133671420553076;0.749307946218218;0.662047034854864;
4794839;1;-31.4270657232437;61.1466365035186;-8.21817357836174;-0.00581450477997256;-0.0108592499396771;0.749773049564614;0.661580412626833;
4794950;1;-31.9268871308529;58.3596571062157;-6.16404576204253;-0.00521622733611946;-0.010789650984442;0.755383440117612;0.655173437190561;
4795059;1;-34.7723242704673;54.9237398177528;-4.65919355806106;0.00178396117750727;-0.010163663581654;0.76024980853409;0.649548878875944;
4795169;1;-36.1455649911734;54.1393706621852;-3.73738639493701;7.51754906200188e-05;-0.0115473923629528;0.761709471538492;0.647815817224937;
4795277;1;-38.0940766607141;55.896143470191;-1.43360723042011;0.00130546075847659;-0.012505705603618;0.76347849665224;0.645710839501088;
4795387;1;-40.9827522347641;57.5629107055571;0.792855363504293;0.00264695222382566;-0.0126691534909218;0.766128695786013;0.64255685171584;
4795497;1;-42.0399179620642;56.9220435782857;4.34793337460775;0.00811057335128315;-0.0126525139960193;0.768047742936786;0.640216211181193;
4795606;1;-43.6323798465161;55.9382862554027;5.98176929377296;0.0176941557615179;-0.0161026804466045;0.769148352527481;0.63862229239088;
4795715;1;-43.495644670229;56.9363564240699;5.42888857916707;0.017882696792404;-0.0120030213838833;0.768596866085525;0.63937077981137;
4795824;1;-45.1242628039044;57.8585458318024;5.84725260709753;0.0212490782965402;-0.0116165555269047;0.769541071500078;0.638137972215844;
4795944;1;-45.2971618954045;56.9038869257799;7.00298916536987;0.0271991070757348;-0.0126823566257397;0.768403898867632;0.639261147427029;
4796042;1;-45.2780016044687;56.6239688059912;8.03805889021303;0.0327212663932652;-0.0173618306206323;0.76689348973635;0.640704503623257;
4796164;1;-45.9024607195542;56.1528747122051;9.2885427727716;0.0384611634662192;-0.0239568884464924;0.766354658141525;0.64081771538057;
4796263;1;-46.3076124610354;56.5503633992959;8.66428350482496;0.0357879414038632;-0.0197438077448218;0.766853933414282;0.640518891300524;
